IlmnID	final_gene_name_hg19	final_gene_name_hg38
cg08109815	NMBR	RP11-137J7.2
cg08110693	PXT1	PXT1
cg08126211	KAAG1	DCDC2
cg08126211	KAAG1	KAAG1
cg08142684	TCP1	MRPL18
cg08142684	TCP1	TCP1
cg08161546	ESR1	ESR1
cg08183114	PBX2	PBX2
cg08267489	LOC441177	LINC00473
cg08267489	LOC441177	LINC00602
cg08267489	LOC441177	PDE10A
cg08301503	C6orf227	LINC00336
cg08302713	GCLC	GCLC
cg08307580	ZNF193	ZSCAN9
cg08309069	HLA-C	HLA-C
cg08415973	TDRG1	TDRG1
cg08424423	PSORS1C1	CDSN
cg08424423	PSORS1C1	PSORS1C1
cg08457178	FLOT1	FLOT1
cg08457178	FLOT1	IER3
cg08500171	SNORA38	PRRC2A
cg08500171	SNORA38	SNORA38
cg08592230	GPSM3	GPSM3
cg08592230	GPSM3	NOTCH4
cg08612601	ZBTB12	C2
cg08612601	ZBTB12	ZBTB12
cg08614481	HTR1B	HTR1B
cg08620270	NUP153	NUP153
cg08620270	NUP153	RP11-500C11.3
cg08677140	PPP1R10	PPP1R10
cg08687386	FLOT1	FLOT1
cg08687386	FLOT1	IER3
cg08687386	FLOT1	XXbac-BPG252P9.10
cg08709276	APOBEC2	APOBEC2
cg08709276	APOBEC2	OARD1
cg08742502	PRDM1	PRDM1
cg08742502	PRDM1	RP1-134E15.3
cg08818610	FAM65B	FAM65B
cg08836024	RARS2	ORC3
cg08836024	RARS2	RARS2
cg08850243	TRIM26	TRIM26
cg08923450	HEY2	HEY2
cg08923450	HEY2	RP11-624M8.1
cg08932320	GMDS	GMDS
cg08932320	GMDS	GMDS-AS1
cg08947964	GJA10	GJA10
cg08951271	DDR1	DDR1
cg09045681	CCHCR1	CCHCR1
cg09045681	CCHCR1	TCF19
cg09106817	MAP3K7IP2	TAB2
cg09196959	TRIM40	TRIM40
cg09235583	FLOT1	FLOT1
cg09235583	FLOT1	IER3
cg09235583	FLOT1	XXbac-BPG252P9.10
cg09299388	PGK2	PGK2
cg09314434	CSNK2B	CSNK2B
cg09314434	CSNK2B	CSNK2B-LY6G5B-562
cg09314434	CSNK2B	GPANK1
cg09354267	ATG5	ATG5
cg09381701	SASH1	SASH1
cg09387914	ELOVL5	ELOVL5
cg09447622	TCP11	TCP11
cg09496393	KPNA5	KPNA5
cg09523275	NKAPL	NKAPL
cg09527362	C6orf150	MB21D1
cg09591663	NDUFAF4	NDUFAF4
cg09600520	CDYL	CDYL
cg09678939	ZC3H12D	ZC3H12D
cg09748960	BTNL2	BTNL2
cg09816912	MARCKS	MARCKS
cg09817427	TBX18	TBX18
cg09829319	GCM2	GCM2
cg09829319	GCM2	RP11-637O19.2
cg09829319	GCM2	RP11-637O19.3
cg09837169	TIAM2	TIAM2
cg09867835	GLP1R	GLP1R
cg09892131	ZBTB9	SYNGAP1
cg09892131	ZBTB9	XXbac-BPG294E21.9
cg09892131	ZBTB9	ZBTB9
cg09979256	RSPO3	RSPO3
cg10035272	VTA1	VTA1
cg10044101	VNN2	VNN2
cg10046620	HIST1H2AI	HIST1H2AI
cg10046620	HIST1H2AI	HIST1H4PS1
cg10164686	SERPINB6	SERPINB6
cg10184431	HIST1H2AJ	HIST1H2AJ
cg10211788	BRD2	BRD2
cg10211788	BRD2	HLA-DMA
cg10244047	BAI3	BAI3
cg10244047	BAI3	RP3-525N10.2
cg10265786	DOM3Z	DXO
cg10265786	DOM3Z	STK19
cg10274830	RMND1	C6orf211
cg10274830	RMND1	RMND1
cg10296205	SYTL3	SYTL3
cg10301967	VPS52	RPS18
cg10301967	VPS52	VPS52
cg10369319	LOC442245	GSTM2P1
cg10447080	FILIP1	FILIP1
cg10471548	RIOK1	RIOK1
cg10536916	HIST1H4L	HIST1H4L
cg10575547	TRERF1	TRERF1
cg10577216	HIVEP2	HIVEP2
cg10714284	HLA-DMB	HLA-DMB
cg10714284	HLA-DMB	XXbac-BPG181M17.5
cg10725720	HCRTR2	HCRTR2
cg10725937	TREM2	TREM2
cg10780112	HEBP2	HEBP2
cg10780112	HEBP2	MARCKSL1P2
cg10796979	LMBRD1	LMBRD1
cg10862848	GNMT	GNMT
cg10865119	C6orf208	LINC00242
cg10865119	C6orf208	LINC00574
cg10981439	TREM1	TREM1
cg11061603	RPS10	RPS10
cg11061603	RPS10	RPS10-NUDT3
cg11070941	STX11	STX11
cg11092616	RIMS1	RIMS1
cg11112615	SERPINB6	SERPINB6
cg11222065	VPS52	RPS18
cg11222065	VPS52	VPS52
cg11235426	DUSP22	DUSP22
cg11238048	DACT2	DACT2
cg11250247	TBP	TBP
cg11310692	PEX7	PEX7
cg11315153	KHDRBS2	KHDRBS2
cg11328149	LY6G6C	C6orf25
cg11328149	LY6G6C	LY6G6C
cg11368791	PFDN6	MIR6834
cg11368791	PFDN6	PFDN6
cg11368791	PFDN6	WDR46
cg11386011	PRRT1	PPT2
cg11386011	PRRT1	PPT2-EGFL8
cg11386011	PRRT1	PRRT1
cg11408517	LATS1	AL358852.1
cg11408517	LATS1	LATS1
cg11456838	OSTCL	OSTCP1
cg11498188	HECA	HECA
cg11504897	NRN1	NRN1
cg11529128	LHFPL5	LHFPL5
cg11540692	SIM1	SIM1
cg11638880	SFT2D1	SFT2D1
cg11649001	FTSJD2	CMTR1
cg11655418	RPS10	RPS10
cg11655418	RPS10	RPS10-NUDT3
cg11780382	C6orf62	C6orf62
cg11823729	GFRAL	GFRAL
cg11848539	TNFRSF21	TNFRSF21
cg11891393	SIM1	SIM1
cg11898695	PTCRA	PTCRA
cg11928635	ZNF318	ZNF318
cg11934771	HCG22	HCG22
cg11942059	COL9A1	COL9A1
cg11990309	HTR1E	HTR1E
cg12013321	GCLC	GCLC
cg12044889	NQO2	NQO2
cg12044889	NQO2	RP1-90J20.8
cg12061236	AKAP12	AKAP12
cg12086028	VPS52	RPS18
cg12086028	VPS52	VPS52
cg12232274	LRP11	LRP11
cg12232274	LRP11	RAET1E-AS1
cg12232308	FLOT1	FLOT1
cg12232308	FLOT1	IER3
cg12242450	GCNT2	GCNT2
cg12256080	ABT1	ABT1
cg12368241	PHF3	PHF3
cg12397274	TINAG	TINAG
cg12439899	TFAP2A	TFAP2A
cg12439899	TFAP2A	TFAP2A-AS1
cg12457773	NRSN1	NRSN1
cg12478978	FLOT1	FLOT1
cg12478978	FLOT1	XXbac-BPG252P9.10
cg12561748	ZKSCAN4	ZKSCAN4
cg12588299	GPR31	GPR31
cg12588299	GPR31	TCP10L2
cg12600843	TRIM26	TRIM26
cg12626589	PRRT1	PPT2
cg12626589	PRRT1	PPT2-EGFL8
cg12626589	PRRT1	PRRT1
cg12636607	FYN	FYN
cg12650926	ITPR3	ITPR3
cg12695465	GCNT2	GCNT2
cg12738718	PRRT1	PPT2
cg12738718	PRRT1	PPT2-EGFL8
cg12738718	PRRT1	PRRT1
cg12741420	IRF4	IRF4
cg12783573	ZUFSP	ZUFSP
cg12785675	ARMC2	ARMC2
cg12800028	GPR6	GPR6
cg12814525	MDC1	MDC1
cg12855522	CPNE5	CPNE5
cg12865837	SIM1	SIM1
cg13083810	POU5F1	POU5F1
cg13097407	CRIP3	CRIP3
cg13097407	CRIP3	RP11-480N24.3
cg13097407	CRIP3	ZNF318
cg13112336	MCM9	MCM9
cg13112336	MCM9	RP11-351A11.1
cg13123009	LY6G6D	LY6G6D
cg13123009	LY6G6D	LY6G6E
cg13123009	LY6G6D	XXbac-BPG32J3.19
cg13123009	LY6G6D	XXbac-BPG32J3.20
cg13136655	ZC3H12D	ZC3H12D
cg13184442	CDC5L	CDC5L
cg13325666	C6orf124	MLLT4
cg13325666	C6orf124	MLLT4-AS1
cg13337949	FLOT1	FLOT1
cg13337949	FLOT1	IER3
cg13347910	GCNT2	GCNT2
cg13510327	NEU1	NEU1
cg13510363	TAF11	ANKS1A
cg13510363	TAF11	TAF11
cg13522406	PPP1R10	PPP1R10
cg13541527	SNORD52	C6orf48
cg13541527	SNORD52	SNORD52
cg13572545	FBXO30	FBXO30
cg13572545	FBXO30	RP11-545I5.3
cg13576739	PFDN6	MIR6834
cg13576739	PFDN6	PFDN6
cg13576739	PFDN6	WDR46
cg13586599	SCGN	SCGN
cg13599248	SLC17A5	SLC17A5
cg13603171	MOXD1	MOXD1
cg13635299	TRERF1	TRERF1
cg13640297	WDR27	WDR27
cg13653456	VARS	VARS
cg13654195	RIOK1	CAGE1
cg13654195	RIOK1	RIOK1
cg13665593	ZSCAN16	ZSCAN16
cg13665593	ZSCAN16	ZSCAN16-AS1
cg13784557	HCP5	HCP5
cg13784557	HCP5	XXbac-BPG181B23.6
cg13823701	TNXB	ATF6B
cg13823701	TNXB	TNXB
cg13836098	HIST1H3E	HIST1H3E
cg13878093	TBPL1	TBPL1
cg13884546	MRS2	MRS2
cg13948987	HCRTR2	HCRTR2
cg14030904	ZC3H12D	ZC3H12D
cg14034870	SFTA2	SFTA2
cg14047667	F13A1	F13A1
cg14068328	TBX18	TBX18
cg14076411	RNGTT	RNGTT
cg14076411	RNGTT	RP1-72A23.4
cg14135551	DAAM2	DAAM2
cg14161241	HYMAI	HYMAI
cg14161241	HYMAI	PLAGL1
cg14266999	VPS52	RPS18
cg14266999	VPS52	VPS52
cg14267151	MUTED	BLOC1S5
cg14267151	MUTED	EEF1E1-BLOC1S5
cg14284643	GNL1	GNL1
cg14284643	GNL1	PRR3
cg14290451	RPL10A	RPL10A
cg14298379	MYLIP	MYLIP
cg14306534	ZBTB2	ZBTB2
cg14345882	BTN3A2	BTN3A2
cg14359052	PRDM1	PRDM1
cg14359052	PRDM1	RP1-134E15.3
cg14378057	KIAA0240	GLTSCR1L
cg14391016	CCR6	CCR6
cg14391016	CCR6	RP11-517H2.6
cg14414819	TBC1D22B	TBC1D22B
cg14414819	TBC1D22B	TMEM217
cg14438453	DAAM2	DAAM2
cg14462830	TRDN	TRDN
cg14465910	MAD2L1BP	GTPBP2
cg14465910	MAD2L1BP	MAD2L1BP
cg14499797	SOX4	SOX4
cg14527802	TNFAIP3	RP11-356I2.4
cg14527802	TNFAIP3	TNFAIP3
cg14579051	COL9A1	COL9A1
cg14634336	REV3L	REV3L
cg14634336	REV3L	TRAF3IP2-AS1
cg14645085	RANBP9	RANBP9
cg14652095	HIST1H1A	HIST1H1A
cg14663792	SNORD48	C6orf48
cg14663792	SNORD48	SNORD48
cg14666892	BAK1	BAK1
cg14666892	BAK1	GGNBP1
cg14685356	SYNE1	SYNE1
cg14694232	TRIM26	TRIM26
cg14700707	NOTCH4	NOTCH4
cg14776962	HIST1H3F	HIST1H2BH
cg14776962	HIST1H3F	HIST1H3F
cg14823162	POU3F2	POU3F2
cg14833385	HLA-DMA	HLA-DMA
cg14833385	HLA-DMA	XXbac-BPG181M17.5
cg14839257	RPS6KA2	RP11-514O12.4
cg14839257	RPS6KA2	RPS6KA2
cg14889768	RAB32	RAB32
cg14905466	SGK1	SGK1
cg14960043	DEF6	DEF6
cg14976276	NEU1	NEU1
cg15005421	FILIP1	FILIP1
cg15132169	ZC3H12D	ZC3H12D
cg15169162	PRPH2	PRPH2
cg15185286	AIG1	AIG1
cg15286372	LRRC1	LRRC1
cg15286372	LRRC1	RP13-476E20.1
cg15289427	FAM65B	FAM65B
cg15320474	UBD	GABBR1
cg15320474	UBD	UBD
cg15383120	DUSP22	DUSP22
cg15435730	TFAP2D	TFAP2D
cg15512851	FGD2	FGD2
cg15519208	HIST1H1E	HIST1H1E
cg15591837	PPIL1	C6orf89
cg15591837	PPIL1	PPIL1
cg15629064	TRIM27	TRIM27
cg15658306	TREML2	TREML2
cg15669273	FARS2	FARS2
cg15669273	FARS2	LYRM4
cg15676488	SNRPC	SNRPC
cg15677364	TUBB	TUBB
cg15679095	KIAA0240	GLTSCR1L
cg15765212	BAT2	PRRC2A
cg15787744	NFKBIE	NFKBIE
cg15797414	HIST1H3B	HIST1H3B
cg15804973	MAP3K5	MAP3K5
cg15822346	SLC16A10	SLC16A10
cg15824056	SYNJ2	SYNJ2
cg15832292	MANEA	MANEA
cg15832292	MANEA	MANEA-AS1
cg15878619	TUBB	TUBB
cg15897310	CTGF	CTGF
cg15897310	CTGF	RP11-69I8.3
cg15916061	SLC17A4	SLC17A4
cg15933546	DNAH8	DNAH8
cg15954235	SPDEF	SPDEF
cg15981265	KLHL32	KLHL32
cg16019620	MEP1A	MEP1A
cg16052901	VPS52	RPS18
cg16052901	VPS52	VPS52
cg16124337	UBE2J1	UBE2J1
cg16150435	C6orf15	C6orf15
cg16203203	STL	RNF217
cg16203203	STL	RNF217-AS1
cg16239406	MTCH1	MTCH1
cg16253168	NOL7	NOL7
cg16253168	NOL7	RP1-223E5.4
cg16253168	NOL7	SIRT5
cg16300030	HLA-DMB	HLA-DMB
cg16300030	HLA-DMB	XXbac-BPG181M17.5
cg16306115	DCDC2	DCDC2
cg16306115	DCDC2	KAAG1
cg16439130	MAP3K7IP2	TAB2
cg16481280	PRRT1	PPT2
cg16481280	PRRT1	PPT2-EGFL8
cg16481280	PRRT1	PRRT1
cg16666115	MRPS18A	MRPS18A
cg16706631	HIST1H4E	HIST1H4E
cg16823105	KLHL32	KLHL32
cg16853860	TAP1	PSMB9
cg16853860	TAP1	TAP1
cg16950012	ATG5	ATG5
cg16954341	SCGN	SCGN
cg17021265	CD2AP	CD2AP
cg17021265	CD2AP	RP11-385F7.1
cg17066531	PI16	PI16
cg17067528	IER3	IER3
cg17100322	FYN	FYN
cg17113856	PRRT1	PPT2
cg17113856	PRRT1	PPT2-EGFL8
cg17113856	PRRT1	PRRT1
cg17181653	SF3B5	SF3B5
cg17188046	T	T
cg17188169	DDX43	DDX43
cg17188169	DDX43	OOEP
cg17240454	SPDEF	SPDEF
cg17252960	ID4	ID4
cg17252960	ID4	RP1-167F1.2
cg17256157	NMBR	NMBR
cg17256157	NMBR	RP11-137J7.2
cg17270257	PDE10A	PDE10A
cg17306637	CLDN20	CLDN20
cg17313269	TRIM38	TRIM38
cg17384214	SNORD48	C6orf48
cg17384214	SNORD48	SNORD48
cg17389738	FLOT1	FLOT1
cg17389738	FLOT1	IER3
cg17422460	CSNK2B	CSNK2B
cg17422460	CSNK2B	CSNK2B-LY6G5B-562
cg17422460	CSNK2B	GPANK1
cg17488985	NT5E	NT5E
cg17489752	SNORD84	ATP6V1G2-DDX39B
cg17489752	SNORD84	DDX39B
cg17489752	SNORD84	DDX39B-AS1
cg17489752	SNORD84	SNORD84
cg17501395	ZC3H12D	ZC3H12D
cg17521665	PRDM1	PRDM1
cg17521665	PRDM1	RP1-134E15.3
cg17568962	TEAD3	TEAD3
cg17624892	HMGN4	HMGN4
cg17651821	HIST1H4L	HIST1H4L
cg17680902	RDBP	NELFE
cg17680902	RDBP	SKIV2L
cg17682309	STX7	STX7
cg17718302	HIST1H3J	HIST1H3J
cg17738521	HIVEP2	HIVEP2
cg17803089	FANCE	FANCE
cg17836145	VNN2	RBM11P1
cg17836145	VNN2	VNN2
cg17965230	PRDM1	PRDM1
cg18071006	ULBP3	ULBP3
cg18132851	ESR1	ESR1
cg18152712	E2F3	E2F3
cg18172186	TMEM200A	TMEM200A
cg18191162	KIF6	KIF6
cg18192491	HS3ST5	HS3ST5
cg18192491	HS3ST5	RP3-399L15.3
cg18198306	FBXO5	FBXO5
cg18201198	LOC285780	LY86
cg18201198	LOC285780	LY86-AS1
cg18239753	KHDRBS2	KHDRBS2
cg18297196	TREML2	TREML2
cg18403396	B3GAT2	B3GAT2
cg18521925	SLC22A16	CTA-331P3.1
cg18521925	SLC22A16	SLC22A16
cg18540871	FUCA2	FUCA2
cg18555555	FABP7	FABP7
cg18556540	TRIM26	TRIM26
cg18676237	SERPINB9	SERPINB9
cg18688062	PSORS1C3	POU5F1
cg18688062	PSORS1C3	PSORS1C3
cg18697049	CDK19	AMD1
cg18697049	CDK19	CDK19
cg18699916	EGFL8	EGFL8
cg18699916	EGFL8	PPT2-EGFL8
cg18710383	GTF3C6	GTF3C6
cg18881641	WDR27	C6orf120
cg18881641	WDR27	WDR27
cg18944099	C6orf47	C6orf47
cg18944099	C6orf47	GPANK1
cg18951352	ZC3H12D	ZC3H12D
cg19005210	TREML2	TREML2
cg19048176	PRRT1	PPT2
cg19048176	PRRT1	PPT2-EGFL8
cg19048176	PRRT1	PRRT1
cg19055458	MYLIP	MYLIP
cg19136673	PSMB8	PSMB8
cg19136673	PSMB8	PSMB8-AS1
cg19136673	PSMB8	PSMB9
cg19136673	PSMB8	TAP1
cg19175193	UNC5CL	OARD1
cg19175193	UNC5CL	UNC5CL
cg19187185	RRAGD	RRAGD
cg19226017	FKBP5	FKBP5
cg19318326	KIAA1919	KIAA1919
cg19318326	KIAA1919	RP11-428F8.2
cg19341652	DSE	DSE
cg19341652	DSE	RP1-93H18.1
cg19341652	DSE	TSPYL1
cg19384905	FBXO5	FBXO5
cg19430897	HIST1H2AB	HIST1H2AB
cg19435409	HIST1H2AL	HIST1H2AL
cg19435409	HIST1H2AL	HIST1H2BN
cg19435409	HIST1H2AL	HIST1H2BPS2
cg19448829	UBR2	UBR2
cg19464016	PRDM1	PRDM1
cg19483159	DYNLT1	DYNLT1
cg19515446	HIST1H1T	HIST1H1T
cg19515446	HIST1H1T	HIST1H2BB
cg19555986	MAP7	MAP7
cg19555986	MAP7	RP3-325F22.5
cg19635401	PLN	PLN
cg19697981	NR2E1	NR2E1
cg19697981	NR2E1	OSTM1
cg19799744	ENPP5	ENPP5
cg19801560	HIST1H4G	HIST1H4G
cg19815376	FLJ34503	RP11-544L8__B.4
cg19823847	PBOV1	KIAA1244
cg19823847	PBOV1	PBOV1
cg19839588	TRERF1	TRERF1
cg19862344	RHAG	RHAG
cg19921353	HLA-DPB1	HLA-DPA1
cg19921353	HLA-DPB1	HLA-DPB1
cg19966146	GLYATL3	GLYATL3
cg19979896	RAET1E	RAET1E
cg19979896	RAET1E	RAET1E-AS1
cg20029652	PGBD1	PGBD1
cg20034100	RNF217	RNF217
cg20098887	RAB32	RAB32
cg20112500	HCG22	HCG22
cg20134151	PPP1R14C	PPP1R14C
cg20162076	LY86	LY86
cg20162076	LY86	LY86-AS1
cg20284673	DOM3Z	DXO
cg20284673	DOM3Z	STK19
cg20284982	IER3	IER3
cg20328456	PRRT1	PPT2
cg20328456	PRRT1	PPT2-EGFL8
cg20328456	PRRT1	PRRT1
cg20392842	HLA-DMB	HLA-DMB
cg20392842	HLA-DMB	XXbac-BPG181M17.5
cg20457051	GPR115	GPR115
cg20520725	HIST1H2BG	AL031777.1
cg20520725	HIST1H2BG	HIST1H2AE
cg20520725	HIST1H2BG	HIST1H2BG
cg20681975	CNPY3	CNPY3
cg20732076	TRERF1	TRERF1
cg20882852	PKIB	PKIB
cg20882852	PKIB	RP3-425C14.5
cg20882852	PKIB	SERINC1
cg20884697	MANEA	MANEA
cg20884697	MANEA	MANEA-AS1
cg20906802	OPN5	OPN5
cg20919556	CNKSR3	CNKSR3
cg20925955	TIAM2	TIAM2
cg20955831	LRRC16A	LRRC16A
cg20967220	GCM1	GCM1
cg20980592	MEP1A	MEP1A
cg20988616	ENPP3	ENPP3
cg21080533	PGK2	PGK2
cg21146268	HIST1H2BE	HIST1H2BE
cg21168884	C6orf122	LINC00242
cg21168884	C6orf122	LINC00574
cg21251018	NKAPL	NKAPL
cg21269897	HIST1H4I	HIST1H4I
cg21273029	UST	UST
cg21328082	TREM1	TREM1
cg21361470	MRAP2	MRAP2
cg21366535	RSPH3	RP1-111C20.4
cg21366535	RSPH3	RSPH3
cg21367769	SCGN	SCGN
cg21548414	CLIC5	CLIC5
cg21548813	DUSP22	DUSP22
cg21551549	RBM16	SCAF8
cg21572722	ELOVL2	ELOVL2
cg21572722	ELOVL2	ELOVL2-AS1
cg21604042	SCUBE3	SCUBE3
cg21607066	PHIP	PHIP
cg21616088	FBXL4	FBXL4
cg21627181	SLC17A4	SLC17A4
cg21652958	THBS2	THBS2
cg21729186	HIST1H4H	HIST1H4H
cg21732383	THBS2	THBS2
cg21750589	ZKSCAN3	ZKSCAN3
cg21750589	ZKSCAN3	ZSCAN31
cg21765730	NOX3	NOX3
cg21769969	OSTM1	OSTM1
cg21775668	LOC285733	SMLR1
cg21787291	NKAIN2	NKAIN2
cg21792737	NOX3	NOX3
cg21829265	KIAA1586	KIAA1586
cg21844956	TRIM38	TRIM38
cg21872129	PTP4A1	PTP4A1
cg21872129	PTP4A1	RP5-1148A21.3
cg21908116	LRRC1	LRRC1
cg21908116	LRRC1	RP13-476E20.1
cg21970438	TTLL2	TTLL2
cg21972430	TPD52L1	TPD52L1
cg22019980	RNF146	RNF146
cg22023770	C6orf114	GFOD1
cg22023770	C6orf114	GFOD1-AS1
cg22101098	SLC17A1	SLC17A1
cg22232206	SRF	SRF
cg22248011	TRAM2	TRAM2
cg22248011	TRAM2	TRAM2-AS1
cg22264946	KIAA1009	CEP162
cg22267176	TCTE3	ERMARD
cg22267176	TCTE3	TCTE3
cg22346765	UNC5CL	OARD1
cg22346765	UNC5CL	UNC5CL
cg22349489	HIST1H2BK	HIST1H2AH
cg22349489	HIST1H2BK	HIST1H2BK
cg22349489	HIST1H2BK	MIR3143
cg22378252	GCNT2	GCNT2
cg22417733	FBXO5	FBXO5
cg22417733	FBXO5	RP1-101K10.6
cg22458065	PSORS1C2	POLR2LP
cg22458065	PSORS1C2	PSORS1C2
cg22464186	TNFRSF21	TNFRSF21
cg22486834	GSTA4	GSTA4
cg22486834	GSTA4	RN7SK
cg22487322	IL20RA	IL20RA
cg22502502	TRIM38	TRIM38
cg22532997	LRRC16A	LRRC16A
cg22649349	FAM50B	FAM50B
cg22649349	FAM50B	RP11-420L9.4
cg22719623	OPRM1	OPRM1
cg22762180	PERP	PERP
cg22788223	C6orf130	NFYA
cg22788223	C6orf130	OARD1
cg22884082	GJB7	GJB7
cg22884082	GJB7	SMIM8
cg22919370	HIST1H3I	HIST1H3I
cg22950391	ZNF192	ZKSCAN8
cg22970435	SPATS1	RP11-444E17.6
cg22970435	SPATS1	SPATS1
cg23013864	CAP2	CAP2
cg23043245	PACSIN1	PACSIN1
cg23070249	HIST1H2BC	HIST1H2AC
cg23070249	HIST1H2BC	HIST1H2BB
cg23070249	HIST1H2BC	HIST1H2BC
cg23070249	HIST1H2BC	U91328.1
cg23070585	RXRB	RXRB
cg23070585	RXRB	SLC39A7
cg23090824	PDE7B	PDE7B
cg23142900	GTF2H4	GTF2H4
cg23142900	GTF2H4	VARS2
cg23165899	ID4	ID4
cg23165899	ID4	RP1-167F1.2
cg23174607	PTP4A1	PTP4A1
cg23174607	PTP4A1	RP5-1148A21.3
cg23235603	CDK19	AMD1
cg23235603	CDK19	CDK19
cg23239444	PACSIN1	PACSIN1
cg23269225	FBXL4	FBXL4
cg23372001	HIST1H4J	HIST1H4J
cg23416081	FKBP5	FKBP5
cg23517605	TUBB2B	TUBB2B
cg23528708	CCDC90A	MCUR1
cg23538064	CFB	C2
cg23538064	CFB	CFB
cg23538064	CFB	XXbac-BPG116M5.17
cg23651356	RGS17	RGS17
cg23654545	GNL1	GNL1
cg23654545	GNL1	PRR3
cg23670203	STK38	STK38
cg23688510	T	T
cg23696834	GNMT	GNMT
cg23822915	CYB5R4	CYB5R4
cg23832061	SMPD2	PPIL6
cg23832061	SMPD2	SMPD2
cg23858074	C6orf167	MMS22L
cg23858074	C6orf167	RP3-418C23.2
cg23867624	FOXC1	FOXC1
cg23887102	TAAR6	TAAR6
cg23890282	LEMD2	LEMD2
cg23963071	SERPINB9	SERPINB9
cg23978358	GFRAL	GFRAL
cg23978557	SMPD2	PPIL6
cg23978557	SMPD2	SMPD2
cg23981354	HECA	HECA
cg24014661	TCTE1	RP11-444E17.6
cg24014661	TCTE1	TCTE1
cg24014661	TCTE1	TMEM151B
cg24028809	RGS17	RGS17
cg24100167	PNLDC1	PNLDC1
cg24101359	GNMT	GNMT
cg24190603	SNAP91	SNAP91
cg24194539	AIM1	AIM1
cg24220122	ZNF322A	ZNF322
cg24273512	POPDC3	POPDC3
cg24298280	RNF217	RNF217
cg24317255	RGS17	RGS17
cg24323031	PAQR8	PAQR8
cg24349555	HECA	HECA
cg24500683	PTP4A1	PTP4A1
cg24500683	PTP4A1	RP5-1148A21.3
cg24520800	RIOK1	CAGE1
cg24520800	RIOK1	RIOK1
cg24710073	TBP	TBP
cg24749265	TREML2P	TREML5P
cg24831427	COQ3	COQ3
cg24874254	PRDM1	PRDM1
cg24874254	PRDM1	RP1-134E15.3
cg24881834	ME1	ME1
cg24964103	VNN1	VNN1
cg24986572	ZNF193	ZSCAN9
cg24994350	LATS1	AL358852.1
cg24994350	LATS1	LATS1
cg25055477	NUDT3	NUDT3
cg25055477	NUDT3	RPS10-NUDT3
cg25089231	UST	UST
cg25098095	VTA1	VTA1
cg25106358	CLDN20	CLDN20
cg25106358	CLDN20	TFB1M
cg25114611	FKBP5	FKBP5
cg25133685	OR2W1	OR2W1
cg25133685	OR2W1	XXbac-BPG258E24.10
cg25136687	REV3L	REV3L
cg25136687	REV3L	TRAF3IP2-AS1
cg25140370	IRF4	IRF4
cg25141674	C6orf155	LINC00472
cg25151806	ELOVL2	ELOVL2
cg25151806	ELOVL2	ELOVL2-AS1
cg25250968	NEDD9	NEDD9
cg25263140	AIM1	AIM1
cg25313204	SLC22A3	SLC22A3
cg25324046	SRPK1	SRPK1
cg25367558	USP49	USP49
cg25372103	DLL1	DLL1
cg25372103	DLL1	FAM120B
cg25399367	FBXO30	FBXO30
cg25399367	FBXO30	RP11-545I5.3
cg25423576	RFX6	RFX6
cg25426302	PRRT1	PPT2
cg25426302	PRRT1	PPT2-EGFL8
cg25426302	PRRT1	PRRT1
cg25457331	GMPR	GMPR
cg25488567	FAM26F	FAM26F
cg25488567	FAM26F	KRT18P22
cg25511429	NRN1	NRN1
cg25513133	C6orf72	GINM1
cg25513776	MYLK4	MYLK4
cg25535027	RXRB	RXRB
cg25535027	RXRB	SLC39A7
cg25545088	ABCC10	ABCC10
cg25764570	HLA-DRA	HLA-DRA
cg25834568	RSPO3	RSPO3
cg25923856	TMEM14A	TMEM14A
cg25994725	C6orf81	ARMC12
cg25994725	C6orf81	RP3-510O8.4
cg26008464	SLC2A12	SLC2A12
cg26023389	GCM1	GCM1
cg26081162	C6orf141	C6orf141
cg26092675	HIST1H3E	HIST1H3E
cg26165608	FARS2	FARS2
cg26165608	FARS2	LYRM4
cg26200580	FAM120B	DLL1
cg26200580	FAM120B	FAM120B
cg26222229	PPIL1	C6orf89
cg26222229	PPIL1	PPIL1
cg26259575	TUBB	TUBB
cg26283141	VPS52	RPS18
cg26283141	VPS52	VPS52
cg26287783	C6orf64	SAYSD1
cg26384034	MRAP2	MRAP2
cg26385286	GCNT2	GCNT2
cg26413708	TRERF1	TRERF1
cg26424956	GRM4	GRM4
cg26433102	IRF4	IRF4
cg26466508	FILIP1	FILIP1
cg26467528	CSNK2B	CSNK2B
cg26467528	CSNK2B	CSNK2B-LY6G5B-562
cg26467528	CSNK2B	GPANK1
cg26501049	FAM184A	FAM184A
cg26568669	C6orf57	C6orf57
cg26675382	NUP43	NUP43
cg26685339	HIVEP1	HIVEP1
cg26696162	ZBTB2	ZBTB2
cg26704043	FARS2	FARS2
cg26791659	GPSM3	GPSM3
cg26791659	GPSM3	NOTCH4
cg26823505	CLPS	CLPS
cg26848248	SSR1	SSR1
cg26875522	ZKSCAN4	ZKSCAN4
cg26878947	DTNBP1	DTNBP1
cg26888012	PSORS1C1	PSORS1C1
cg26916927	GLO1	GLO1
cg26928682	TREML2	TREML2
cg27087525	FAM8A1	FAM8A1
cg27090087	TINAG	TINAG
cg27091343	TRIM15	TRIM15
cg27097923	TPBG	TPBG
cg27199523	CCDC28A	CCDC28A
