"gene_id","gene_name","length"
"ENSG00000119906.7","FAM178A",9131
"ENSG00000055950.12","MRPL43",3573
"ENSG00000095539.11","SEMA4G",5253
"ENSG00000107815.3","C10orf2",3508
"ENSG00000107816.13","LZTS2",6547
"ENSG00000186862.13","PDZD7",5793
"ENSG00000107819.9","SFXN3",4628
"ENSG00000107821.10","KAZALD1",3613
"ENSG00000236311.2","TLX1NB",1891
"ENSG00000269259.1","HUG1",1089
"ENSG00000107807.8","TLX1",4425
"ENSG00000138136.5","LBX1",2119
"ENSG00000166167.13","BTRC",6583
"ENSG00000166171.8","DPCD",2670
"ENSG00000166169.12","POLL",5734
"ENSG00000107829.9","FBXW4",5036
"ENSG00000107831.8","FGF8",1317
"ENSG00000107833.6","NPM3",928
"ENSG00000198408.9","MGEA5",7602
"ENSG00000120049.14","KCNIP2",3294
"ENSG00000120029.8","C10orf76",4747
"ENSG00000166189.6","HPS6",2646
"ENSG00000198728.6","LDB1",2790
"ENSG00000148840.6","PPRC1",6053
"ENSG00000166197.12","NOLC1",3969
"ENSG00000119915.4","ELOVL3",1371
"ENSG00000107859.5","PITX3",1391
"ENSG00000107862.4","GBF1",6641
"ENSG00000077150.13","NFKB2",4479
"ENSG00000059915.12","PSD",6327
"ENSG00000107872.8","FBXL15",2593
"ENSG00000107874.6","CUEDC2",1412
"ENSG00000120055.5","C10orf95",1469
"ENSG00000138111.10","TMEM180",3821
"ENSG00000138107.7","ACTR1A",4341
"ENSG00000107882.7","SUFU",6865
"ENSG00000171206.9","TRIM8",2916
"ENSG00000138175.8","ARL3",3844
"ENSG00000156398.8","SFXN2",8034
"ENSG00000166272.12","WBP1L",4278
"ENSG00000148795.5","CYP17A1",3386
"ENSG00000166275.11","C10orf32",2708
"ENSG00000270316.1","C10orf32-ASMT",2670
"ENSG00000214435.3","AS3MT",2404
"ENSG00000148842.13","CNNM2",16324
"ENSG00000076685.14","NT5C2",7320
"ENSG00000235376.5","RP11-332O19.5",2130
"ENSG00000148798.5","INA",3231
"ENSG00000156374.10","PCGF6",2613
"ENSG00000148835.9","TAF5",3268
"ENSG00000173915.8","USMG5",898
"ENSG00000148843.9","PDCD11",7382
"ENSG00000138172.6","CALHM2",3620
"ENSG00000185933.6","CALHM1",3053
"ENSG00000183128.7","CALHM3",1652
"ENSG00000107954.6","NEURL",4961
"ENSG00000107957.12","SH3PXD2A",12436
"ENSG00000107960.6","OBFC1",1617
"ENSG00000065613.9","SLK",7974
"ENSG00000065618.12","COL17A1",6426
"ENSG00000156384.10","SFR1",2530
"ENSG00000197748.8","WDR96",7184
"ENSG00000148834.8","GSTO1",1691
"ENSG00000065621.10","GSTO2",10344
"ENSG00000148841.11","ITPRIP",4588
"ENSG00000120051.10","CCDC147",3548
"ENSG00000156395.8","SORCS3",6182
"ENSG00000108018.11","SORCS1",9961
"ENSG00000108039.13","XPNPEP1",6691
"ENSG00000203876.5","RP11-451M19.3",1663
"ENSG00000148700.9","ADD3",6541
"ENSG00000119950.16","MXI1",4607
"ENSG00000119953.8","SMNDC1",5417
"ENSG00000138166.5","DUSP5",2615
"ENSG00000108055.9","SMC3",4275
"ENSG00000203867.7","RBM20",8162
"ENSG00000150593.11","PDCD4",4535
"ENSG00000214413.3","BBIP1",8075
"ENSG00000108061.7","SHOC2",4433
"ENSG00000150594.5","ADRA2A",3869
"ENSG00000119927.9","GPAM",9810
"ENSG00000119913.4","TECTB",2936
"ENSG00000197142.6","ACSL5",4318
"ENSG00000023041.7","ZDHHC6",2404
"ENSG00000151532.9","VTI1A",8408
"ENSG00000148737.11","TCF7L2",5049
"ENSG00000148702.10","HABP2",3740
"ENSG00000197893.9","NRAP",5721
"ENSG00000165806.15","CASP7",3466
"ENSG00000148735.10","PLEKHS1",5402
"ENSG00000198924.3","DCLRE1A",4596
"ENSG00000196865.4","NHLRC2",11223
"ENSG00000234631.1","AL162407.1",2420
"ENSG00000043591.4","ADRB1",2862
"ENSG00000165813.12","C10orf118",8991
"ENSG00000095627.5","TDRD1",5256
"ENSG00000165816.8","VWA2",3368
"ENSG00000169129.10","AFAP1L2",5948
"ENSG00000099204.14","ABLIM1",9871
"ENSG00000151553.10","FAM160B1",6212
"ENSG00000165832.4","TRUB1",3596
"ENSG00000107518.12","ATRNL1",9822
"ENSG00000151892.10","GFRA1",9832
"ENSG00000182645.5","CCDC172",1777
"ENSG00000203837.4","PNLIPRP3",2354
"ENSG00000175535.6","PNLIP",1539
"ENSG00000187021.10","PNLIPRP1",4986
"ENSG00000165863.12","C10orf82",2411
"ENSG00000165868.8","HSPA12A",6754
"ENSG00000188316.9","ENO4",3090
"ENSG00000187164.13","KIAA1598",5016
"ENSG00000148704.8","VAX1",5788
"ENSG00000186795.1","KCNK18",1155
"ENSG00000165646.7","SLC18A2",4125
"ENSG00000165650.7","PDZD8",6666
"ENSG00000170370.10","EMX2",3261
"ENSG00000107560.6","RAB11FIP2",6169
"ENSG00000165669.9","FAM204A",7059
"ENSG00000119973.3","PRLHR",1980
"ENSG00000151893.10","CACUL1",7828
"ENSG00000188613.5","NANOS1",4627
"ENSG00000107581.8","EIF3A",6048
"ENSG00000119979.11","FAM45A",6161
"ENSG00000183605.12","SFXN4",1868
"ENSG00000165672.5","PRDX3",3417
"ENSG00000198873.10","GRK5",2949
"ENSG00000148908.10","RGS10",1252
"ENSG00000151923.13","TIAL1",4470
"ENSG00000151929.5","BAG3",2747
"ENSG00000198825.7","INPP5F",6184
"ENSG00000197771.8","MCMBP",5944
"ENSG00000107651.8","SEC23IP",5684
"ENSG00000203805.6","PPAPDC1A",2534
"ENSG00000177234.5","C10orf85",1909
"ENSG00000120008.11","WDR11",10837
"ENSG00000066468.16","FGFR2",7543
"ENSG00000107669.13","ATE1",5690
"ENSG00000107672.10","NSMCE4A",3546
"ENSG00000138162.13","TACC2",18835
"ENSG00000138152.7","BTBD16",2409
"ENSG00000107679.10","PLEKHA1",13780
"ENSG00000254636.1","ARMS2",818
"ENSG00000166033.7","HTRA1",2120
"ENSG00000187908.11","DMBT1",8073
"ENSG00000183559.7","C10orf120",1064
"ENSG00000138161.8","CUZD1",3752
"ENSG00000213185.2","FAM24B",1177
"ENSG00000203795.2","FAM24A",596
"ENSG00000119965.8","C10orf88",3173
"ENSG00000179988.9","PSTK",6982
"ENSG00000095574.7","IKZF5",4821
"ENSG00000196177.8","ACADSB",6256
"ENSG00000188620.9","HMX3",1173
"ENSG00000188816.3","HMX2",1628
"ENSG00000154473.13","BUB3",3203
"ENSG00000154478.3","GPR26",7514
"ENSG00000121898.8","CPXM2",4689
"ENSG00000182022.13","CHST15",5207
"ENSG00000065154.7","OAT",3388
"ENSG00000229544.6","NKX1-2",1646
"ENSG00000107902.9","LHPP",4064
"ENSG00000258539.1","RP11-12J10.3",3422
"ENSG00000189319.9","FAM53B",6424
"ENSG00000203791.9","METTL10",4225
"ENSG00000165660.7","FAM175B",2992
"ENSG00000019995.6","ZRANB1",5993
"ENSG00000175029.12","CTBP2",7411
"ENSG00000175018.8","TEX36",1308
"ENSG00000107938.13","C10orf137",7741
"ENSG00000154485.4","MMP21",1919
"ENSG00000188690.8","UROS",4070
"ENSG00000107949.12","BCCIP",4499
"ENSG00000089876.7","DHX32",3948
"ENSG00000203780.6","FANK1",4178
"ENSG00000148848.10","ADAM12",9860
"ENSG00000154493.13","C10orf90",5319
"ENSG00000150760.8","DOCK1",8079
"ENSG00000188916.4","FAM196A",4403
"ENSG00000214285.1","NPS",322
"ENSG00000186766.7","FOXI2",3217
"ENSG00000180745.4","CLRN3",1152
"ENSG00000132334.12","PTPRE",11299
"ENSG00000148773.8","MKI67",12807
"ENSG00000170430.9","MGMT",3557
"ENSG00000268421.1","AL355531.2",642
"ENSG00000108001.9","EBF3",4623
"ENSG00000108010.7","GLRX3",2275
"ENSG00000176769.9","TCERG1L",5258
"ENSG00000189275.3","AL450307.1",3384
"ENSG00000175470.14","PPP2R2D",6114
"ENSG00000176171.7","BNIP3",2111
"ENSG00000188385.7","JAKMIP3",7608
"ENSG00000151640.8","DPYSL4",3176
"ENSG00000165752.12","STK32C",3543
"ENSG00000148814.13","LRRC27",11541
"ENSG00000171813.10","PWWP2B",2651
"ENSG00000180066.5","C10orf91",2040
"ENSG00000068383.14","INPP5A",3701
"ENSG00000148826.6","NKX6-2",1061
"ENSG00000171811.8","TTC40",10561
"ENSG00000197177.11","GPR123",6503
"ENSG00000171798.13","KNDC1",7991
"ENSG00000171794.3","UTF1",1157
"ENSG00000151650.7","VENTX",2911
"ENSG00000151651.11","ADAM8",4780
"ENSG00000130640.9","TUBGCP2",6680
"ENSG00000198546.10","ZNF511",3265
"ENSG00000130643.4","CALY",1695
"ENSG00000165828.9","PRAP1",980
"ENSG00000148803.7","FUOM",1274
"ENSG00000127884.4","ECHS1",1617
"ENSG00000148832.10","PAOX",2320
"ENSG00000268882.1","AL360181.1",105
"ENSG00000254536.1","RP11-108K14.8",1605
"ENSG00000148824.14","MTG1",4095
"ENSG00000203772.6","SPRN",3269
"ENSG00000130649.5","CYP2E1",9621
"ENSG00000268925.1","AL161645.2",60
"ENSG00000171772.11","SYCE1",2934
"ENSG00000225899.3","FRG2B",2097
"ENSG00000177951.13","BET1L",3868
"ENSG00000188076.2","SCGB1C1",431
"ENSG00000177947.9","ODF3",3110
"ENSG00000177963.8","RIC8A",6685
"ENSG00000142082.10","SIRT3",5202
"ENSG00000185627.13","PSMD13",4766
"ENSG00000174885.8","NLRP6",3207
"ENSG00000142102.11","ATHL1",5260
"ENSG00000206013.2","IFITM5",736
"ENSG00000185201.12","IFITM2",1307
"ENSG00000185885.11","IFITM1",1080
"ENSG00000142089.11","IFITM3",1348
"ENSG00000182272.7","B4GALNT4",3761
"ENSG00000184363.5","PKP3",3787
"ENSG00000185187.8","SIGIRR",3496
"ENSG00000185101.8","ANO9",6207
"ENSG00000174915.7","PTDSS2",6107
"ENSG00000023191.12","RNH1",7367
"ENSG00000174775.12","HRAS",1854
"ENSG00000161328.10","LRRC56",2769
"ENSG00000185522.4","C11orf35",2934
"ENSG00000099849.10","RASSF7",2492
"ENSG00000070047.7","PHRF1",5769
"ENSG00000185507.15","IRF7",2628
"ENSG00000099834.14","CDHR5",3873
"ENSG00000070031.3","SCT",366
"ENSG00000069696.6","DRD4",1477
"ENSG00000177030.12","DEAF1",4494
"ENSG00000177106.10","EPS8L2",5693
"ENSG00000177042.10","TMEM80",4071
"ENSG00000177156.6","TALDO1",3005
"ENSG00000177225.12","PDDC1",5510
"ENSG00000255284.1","AP006621.5",1059
"ENSG00000184524.5","CEND1",1649
"ENSG00000177542.6","SLC25A22",4539
"ENSG00000177595.13","PIDD",5869
"ENSG00000177600.4","RPLP2",1955
"ENSG00000177666.11","PNPLA2",3843
"ENSG00000177685.12","EFCAB4A",3913
"ENSG00000177697.13","CD151",3938
"ENSG00000177700.5","POLR2L",1142
"ENSG00000214063.6","TSPAN4",5841
"ENSG00000177830.13","CHID1",6265
"ENSG00000183020.9","AP2A2",9571
"ENSG00000184956.11","MUC6",8428
"ENSG00000198788.7","MUC2",8693
"ENSG00000215182.6","MUC5AC",5930
"ENSG00000117983.13","MUC5B",18611
"ENSG00000078902.11","TOLLIP",5983
"ENSG00000267950.1","AC136297.1",225
"ENSG00000174672.11","BRSK2",6903
"ENSG00000182208.8","MOB2",4504
"ENSG00000184545.6","DUSP8",4616
"ENSG00000205869.2","KRTAP5-1",942
"ENSG00000205867.2","KRTAP5-2",1116
"ENSG00000196224.7","KRTAP5-3",899
"ENSG00000241598.4","KRTAP5-4",1181
"ENSG00000185940.9","KRTAP5-5",1128
"ENSG00000205864.1","KRTAP5-6",561
"ENSG00000244242.1","IFITM10",4784
"ENSG00000250644.1","RP11-295K3.1",1136
"ENSG00000117984.8","CTSD",2999
"ENSG00000149043.12","SYT8",4854
"ENSG00000130598.11","TNNI2",1080
"ENSG00000130592.9","LSP1",5399
"ENSG00000184682.5","C11orf89",1710
"ENSG00000130595.12","TNNT3",2596
"ENSG00000214026.6","MRPL23",2975
"ENSG00000167244.13","IGF2",6979
"ENSG00000129965.9","INS-IGF2",2413
"ENSG00000254647.2","INS",776
"ENSG00000180176.10","TH",3243
"ENSG00000183734.4","ASCL2",1852
"ENSG00000110665.7","C11orf21",4199
"ENSG00000064201.11","TSPAN32",3793
"ENSG00000110651.7","CD81",7394
"ENSG00000184281.10","TSSC4",2657
"ENSG00000070985.9","TRPM5",3962
"ENSG00000053918.11","KCNQ1",3971
"ENSG00000129757.8","CDKN1C",2586
"ENSG00000254827.1","SLC22A18AS",1782
"ENSG00000110628.9","SLC22A18",5316
"ENSG00000181649.5","PHLDA2",955
"ENSG00000205531.8","NAP1L4",5194
"ENSG00000183562.2","AC131971.1",1471
"ENSG00000110619.12","CARS",10037
"ENSG00000021762.15","OSBPL5",7466
"ENSG00000182170.3","MRGPRG",870
"ENSG00000184350.8","MRGPRE",1409
"ENSG00000005801.12","ZNF195",5705
"ENSG00000167311.9","ART5",1691
"ENSG00000129744.2","ART1",1467
"ENSG00000129749.3","CHRNA10",2703
"ENSG00000110713.11","NUP98",9913
"ENSG00000148985.15","PGAP2",3781
"ENSG00000177105.9","RHOG",1782
"ENSG00000167323.5","STIM1",6811
"ENSG00000167325.10","RRM1",4178
"ENSG00000221996.2","OR52B4",1124
"ENSG00000132109.8","TRIM21",1952
"ENSG00000181963.5","OR52K2",1067
"ENSG00000196778.2","OR52K1",1030
"ENSG00000197790.1","OR52M1",954
"ENSG00000171987.1","C11orf40",654
"ENSG00000226288.1","OR52I2",1115
"ENSG00000232268.4","OR52I1",1047
"ENSG00000167333.8","TRIM68",4282
"ENSG00000197428.2","OR51D1",1124
"ENSG00000180785.8","OR51E1",3614
"ENSG00000167332.7","OR51E2",2872
"ENSG00000167346.3","MMP26",1308
"ENSG00000188069.3","OR51F1",960
"ENSG00000176937.8","OR52R1",1185
"ENSG00000176925.5","OR51F2",1136
"ENSG00000176922.2","OR51S1",1088
"ENSG00000176904.1","OR51H1P",909
"ENSG00000176900.2","OR51T1",1065
"ENSG00000176895.8","OR51A7",939
"ENSG00000176893.3","OR51G2",1023
"ENSG00000176879.2","OR51G1",1107
"ENSG00000205497.2","OR51A4",1002
"ENSG00000205496.1","OR51A2",942
"ENSG00000176798.1","OR51L1",948
"ENSG00000205495.1","OR52J3",936
"ENSG00000176787.2","OR52E2",978
"ENSG00000171944.1","OR52A5",951
"ENSG00000182070.4","OR52A1",1779
"ENSG00000176742.1","OR51V1",966
"ENSG00000244734.2","HBB",1179
"ENSG00000223609.3","HBD",1062
"ENSG00000213934.5","HBG1",808
"ENSG00000196565.8","HBG2",2027
"ENSG00000213931.1","HBE1",921
"ENSG00000183251.3","OR51B4",983
"ENSG00000184881.2","OR51B2",1042
"ENSG00000242180.2","OR51B5",1066
"ENSG00000176239.7","OR51B6",939
"ENSG00000184698.3","OR51M1",1058
"ENSG00000184321.1","OR51J1",951
"ENSG00000167360.4","OR51Q1",1096
"ENSG00000167359.8","OR51I1",945
"ENSG00000187918.3","OR51I2",1070
"ENSG00000181609.5","OR52D1",1065
"ENSG00000175520.8","UBQLN3",2440
"ENSG00000175518.6","UBQLNL",2313
"ENSG00000181616.7","OR52H1",1061
"ENSG00000187747.2","OR52B6",1008
"ENSG00000121236.15","TRIM6",3947
"ENSG00000258588.2","TRIM6-TRIM34",3391
"ENSG00000258659.2","TRIM34",2690
"ENSG00000132256.14","TRIM5",5207
"ENSG00000132274.11","TRIM22",6020
"ENSG00000181023.5","OR56B1",1088
"ENSG00000181074.3","OR52N4",1037
"ENSG00000181009.4","OR52N5",1034
"ENSG00000181001.1","OR52N1",963
"ENSG00000180988.2","OR52N2",1035
"ENSG00000205409.3","OR52E6",982
"ENSG00000183269.5","OR52E8",1061
"ENSG00000180974.2","OR52E4",1027
"ENSG00000184478.6","OR56A3",1022
"ENSG00000183313.4","OR52L1",1094
"ENSG00000183389.4","OR56A4",1209
"ENSG00000180934.5","OR56A1",1071
"ENSG00000180919.3","OR56B4",1152
"ENSG00000180913.2","OR56B3P",867
"ENSG00000180909.1","OR52B1P",813
"ENSG00000255307.1","OR52B2",1079
"ENSG00000175485.2","OR52W1",1114
"ENSG00000180878.2","C11orf42",1142
"ENSG00000051009.6","FAM160A2",4736
"ENSG00000132259.8","CNGA4",2167
"ENSG00000110148.5","CCKBR",2655
"ENSG00000170955.9","PRKCDBP",1672
"ENSG00000166311.5","SMPD1",2756
"ENSG00000166313.14","APBB1",5194
"ENSG00000110169.6","HPX",3631
"ENSG00000110171.14","TRIM3",6710
"ENSG00000132254.8","ARFIP2",4225
"ENSG00000132286.7","TIMM10B",3041
"ENSG00000265264.1","TIMM10B",884
"ENSG00000179532.8","DNHD1",19629
"ENSG00000132275.6","RRP8",6922
"ENSG00000166333.9","ILK",3463
"ENSG00000166337.5","TAF10",6104
"ENSG00000166340.10","TPP1",4895
"ENSG00000166341.6","DCHS1",10763
"ENSG00000158042.8","MRPL17",2276
"ENSG00000188124.2","OR2AG2",1069
"ENSG00000170803.4","OR2AG1",998
"ENSG00000184933.3","OR6A2",1373
"ENSG00000166363.4","OR10A5",1054
"ENSG00000170790.4","OR10A2",1053
"ENSG00000170782.3","OR10A4",995
"ENSG00000166368.2","OR2D2",1110
"ENSG00000178358.3","OR2D3",1060
"ENSG00000149054.10","ZNF215",4025
"ENSG00000149050.5","ZNF214",2949
"ENSG00000158077.4","NLRP14",3628
"ENSG00000170748.5","RBMXL2",2215
"ENSG00000170743.12","SYT9",4727
"ENSG00000183801.3","OLFML1",3436
"ENSG00000166387.7","PPFIBP2",9617
"ENSG00000166394.10","CYB5R2",8596
"ENSG00000183303.2","OR5P2",1069
"ENSG00000182334.1","OR5P3",936
"ENSG00000175393.2","OR10A6",1030
"ENSG00000170683.5","OR10A3",1061
"ENSG00000182261.3","NLRP10",2531
"ENSG00000175390.8","EIF3F",9431
"ENSG00000166402.4","TUB",6722
"ENSG00000166405.10","RIC3",7700
"ENSG00000166407.9","LMO1",1690
"ENSG00000130413.11","STK33",7596
"ENSG00000166436.11","TRIM66",10816
"ENSG00000166441.8","RPL27A",7193
"ENSG00000166444.13","ST5",14267
"ENSG00000166452.7","AKIP1",2300
"ENSG00000176029.9","C11orf16",2607
"ENSG00000176009.2","ASCL3",688
"ENSG00000175348.6","TMEM9B",3064
"ENSG00000175352.6","NRIP3",4123
"ENSG00000175356.8","SCUBE2",7968
"ENSG00000184014.3","DENND5A",8648
"ENSG00000166471.6","TMEM41B",4422
"ENSG00000205339.5","IPO7",7245
"ENSG00000268403.1","AC132192.1",264
"ENSG00000166478.5","ZNF143",4233
"ENSG00000166483.6","WEE1",9239
"ENSG00000133789.10","SWAP70",7190
"ENSG00000133812.10","SBF2",16767
"ENSG00000148926.5","ADM",2718
"ENSG00000133805.11","AMPD3",6793
"ENSG00000255823.1","MTRNR2L8",1290
"ENSG00000110315.2","RNF141",7820
"ENSG00000133800.4","LYVE1",3515
"ENSG00000072952.14","MRVI1",7702
"ENSG00000198730.3","CTR9",5562
"ENSG00000110321.11","EIF4G2",8655
"ENSG00000236287.3","ZBED5",9029
"ENSG00000110328.5","GALNT18",3627
"ENSG00000254598.2","CSNK2A3",1416
"ENSG00000268242.1","AC131935.1",198
"ENSG00000170242.13","USP47",11158
"ENSG00000050165.13","DKK3",5059
"ENSG00000133816.9","MICAL2",15819
"ENSG00000133808.4","MICALCL",3448
"ENSG00000197702.7","PARVA",8307
"ENSG00000187079.10","TEAD1",10816
"ENSG00000133794.13","ARNTL",6742
"ENSG00000148925.6","BTBD10",3495
"ENSG00000152266.2","PTH",953
"ENSG00000197601.8","FAR1",7501
"ENSG00000133818.8","RRAS2",3467
"ENSG00000129083.8","COPB1",5131
"ENSG00000129084.13","PSMA1",3711
"ENSG00000256206.2","PSMA1",1221
"ENSG00000152270.4","PDE3B",10467
"ENSG00000186104.6","CYP2R1",3949
"ENSG00000175868.9","CALCB",3937
"ENSG00000110680.8","CALCA",2128
"ENSG00000188487.7","INSC",3330
"ENSG00000110693.11","SOX6",19632
"ENSG00000110696.5","C11orf58",8675
"ENSG00000166689.10","PLEKHA7",9575
"ENSG00000110700.2","RPS13",2186
"ENSG00000011405.9","PIK3C2A",9204
"ENSG00000070081.11","NUCB2",8993
"ENSG00000188211.4","NCR3LG1",6438
"ENSG00000187486.5","KCNJ11",3204
"ENSG00000006071.7","ABCC8",6835
"ENSG00000006611.11","USH1C",4187
"ENSG00000188162.6","OTOG",10808
"ENSG00000129152.3","MYOD1",1801
"ENSG00000129159.6","KCNC1",9842
"ENSG00000129158.6","SERGEF",3502
"ENSG00000129167.5","TPH1",5626
"ENSG00000166788.5","SAAL1",3070
"ENSG00000179826.5","MRGPRX3",1741
"ENSG00000255470.1","RP11-113D6.6",1027
"ENSG00000179817.3","MRGPRX4",1444
"ENSG00000189332.4","RP11-113D6.10",3839
"ENSG00000148965.4","SAA4",727
"ENSG00000134339.4","SAA2",2227
"ENSG00000173432.6","SAA1",765
"ENSG00000110756.13","HPS5",6425
"ENSG00000110768.7","GTF2H1",6939
"ENSG00000134333.9","LDHA",6210
"ENSG00000166796.7","LDHC",2095
"ENSG00000166800.5","LDHAL6A",2586
"ENSG00000074319.8","TSG101",3839
"ENSG00000151116.12","UEVLD",5515
"ENSG00000179119.10","SPTY2D1",6005
"ENSG00000151117.4","TMEM86A",4243
"ENSG00000179057.9","IGSF22",4841
"ENSG00000110786.13","PTPN5",5497
"ENSG00000170255.6","MRGPRX1",1425
"ENSG00000183695.2","MRGPRX2",2036
"ENSG00000177054.9","ZDHHC13",7763
"ENSG00000129170.4","CSRP3",1465
"ENSG00000129173.8","E2F8",4140
"ENSG00000166833.15","NAV2",14577
"ENSG00000109851.5","DBX1",1497
"ENSG00000109854.9","HTATIP2",2797
"ENSG00000185238.8","PRMT3",5467
"ENSG00000165970.7","SLC6A5",7114
"ENSG00000165973.13","NELL1",5289
"ENSG00000171714.10","ANO5",6900
"ENSG00000091664.7","SLC17A6",4219
"ENSG00000183161.3","FANCF",3309
"ENSG00000229387.2","AC103801.2",510
"ENSG00000148935.6","GAS2",3529
"ENSG00000198168.4","SVIP",5263
"ENSG00000255359.2","CCDC179",917
"ENSG00000187398.7","LUZP2",8795
"ENSG00000134343.8","ANO3",7749
"ENSG00000169550.8","MUC15",3445
"ENSG00000148942.10","SLC5A12",7544
"ENSG00000176971.2","FIBIN",3003
"ENSG00000129151.4","BBOX1",2464
"ENSG00000109881.12","CCDC34",3733
"ENSG00000205213.9","LGR4",6340
"ENSG00000148943.7","LIN7C",4688
"ENSG00000176697.14","BDNF",7740
"ENSG00000121621.6","KIF18A",4668
"ENSG00000169519.15","METTL15",5499
"ENSG00000182255.6","KCNA4",4195
"ENSG00000131808.6","FSHB",1944
"ENSG00000152219.4","ARL14EP",5465
"ENSG00000066382.12","MPPED2",8198
"ENSG00000170959.10","DCDC1",13160
"ENSG00000170946.10","DNAJC24",7592
"ENSG00000148950.5","IMMP1L",2854
"ENSG00000109911.13","ELP4",2219
"ENSG00000007372.16","PAX6",14776
"ENSG00000049449.4","RCN1",7225
"ENSG00000184937.8","WT1",4113
"ENSG00000149100.8","EIF3M",7428
"ENSG00000186714.8","CCDC73",7875
"ENSG00000135378.3","PRRG4",5530
"ENSG00000060749.10","QSER1",10537
"ENSG00000121690.5","DEPDC7",3326
"ENSG00000176148.11","TCP11L1",5370
"ENSG00000176102.7","CSTF3",4517
"ENSG00000110422.7","HIPK3",7958
"ENSG00000110427.10","KIAA1549L",12318
"ENSG00000205177.5","C11orf91",891
"ENSG00000085063.10","CD59",4942
"ENSG00000110429.9","FBXO3",12446
"ENSG00000135363.7","LMO2",3109
"ENSG00000184566.2","AC132216.1",1150
"ENSG00000135387.15","CAPRIN1",7689
"ENSG00000135372.4","NAT10",5242
"ENSG00000166016.4","ABTB2",4973
"ENSG00000121691.4","CAT",3347
"ENSG00000135374.5","ELF5",4494
"ENSG00000135373.8","EHF",4386
"ENSG00000149089.8","APIP",5432
"ENSG00000110435.7","PDHX",3760
"ENSG00000269766.1","AL356215.1",30
"ENSG00000026508.12","CD44",10060
"ENSG00000110436.7","SLC1A2",12331
"ENSG00000149090.7","PAMR1",3862
"ENSG00000179431.5","FJX1",2685
"ENSG00000166326.5","TRIM44",3295
"ENSG00000179241.8","LDLRAD3",4575
"ENSG00000110442.7","COMMD9",2839
"ENSG00000135362.9","PRR5L",6636
"ENSG00000175104.10","TRAF6",4871
"ENSG00000166349.5","RAG1",7815
"ENSG00000175097.3","RAG2",3502
"ENSG00000166352.11","C11orf74",1758
"ENSG00000148948.3","LRRC4C",5347
"ENSG00000166181.8","API5",4651
"ENSG00000052841.10","TTC17",11284
"ENSG00000149084.7","HSD17B12",8600
"ENSG00000166199.8","ALKBH3",2372
"ENSG00000187479.4","C11orf96",2373
"ENSG00000205126.2","ACCSL",1867
"ENSG00000110455.9","ACCS",5826
"ENSG00000151348.9","EXT2",5286
"ENSG00000052850.5","ALX4",5750
"ENSG00000085117.7","CD82",4054
"ENSG00000157570.7","TSPAN18",5871
"ENSG00000175274.14","TP53I11",7342
"ENSG00000019485.8","PRDM11",5527
"ENSG00000019505.3","SYT13",5424
"ENSG00000175264.3","CHST1",3478
"ENSG00000205106.2","CTD-2210P24.4",649
"ENSG00000181830.7","SLC35C1",4505
"ENSG00000121671.7","CRY2",6199
"ENSG00000121653.7","MAPK8IP1",3498
"ENSG00000234776.1","C11orf94",369
"ENSG00000121680.11","PEX16",3013
"ENSG00000165905.12","GYLTL1B",3115
"ENSG00000135365.11","PHF21A",11449
"ENSG00000157613.6","CREB3L1",4038
"ENSG00000149091.11","DGKZ",10849
"ENSG00000110492.11","MDK",2170
"ENSG00000180720.6","CHRM4",1468
"ENSG00000110497.10","AMBRA1",7673
"ENSG00000180423.4","HARBI1",2662
"ENSG00000175224.12","ATG13",7315
"ENSG00000175220.7","ARHGAP1",6138
"ENSG00000175213.2","ZNF408",3078
"ENSG00000180210.10","F2",2550
"ENSG00000175216.10","CKAP5",8547
"ENSG00000134569.5","LRP4",8597
"ENSG00000149179.9","C11orf49",5671
"ENSG00000149182.10","ARFGAP2",5920
"ENSG00000165912.11","PACSIN3",2752
"ENSG00000134574.7","DDB2",1846
"ENSG00000134575.5","ACP2",3484
"ENSG00000025434.14","NR1H3",4346
"ENSG00000110514.14","MADD",8353
"ENSG00000134571.6","MYBPC3",4268
"ENSG00000066336.7","SPI1",2069
"ENSG00000165915.9","SLC39A13",4579
"ENSG00000165916.4","PSMC3",2245
"ENSG00000165917.5","RAPSN",1988
"ENSG00000149187.13","CELF1",10441
"ENSG00000213619.5","NDUFS3",3670
"ENSG00000110536.9","PTPMT1",2740
"ENSG00000123444.9","KBTBD4",3302
"ENSG00000231880.1","KBTBD4",547
"ENSG00000196666.3","FAM180B",1435
"ENSG00000172247.3","C1QTNF4",1664
"ENSG00000109919.5","MTCH2",2897
"ENSG00000165923.11","AGBL2",5483
"ENSG00000109920.8","FNBP4",7593
"ENSG00000030066.9","NUP160",8471
"ENSG00000149177.8","PTPRJ",6880
"ENSG00000175619.2","OR4B1",971
"ENSG00000172208.3","OR4X2",1015
"ENSG00000176567.1","OR4X1",918
"ENSG00000176555.1","OR4S1",930
"ENSG00000176547.7","OR4C3",1036
"ENSG00000176540.3","OR4C5",981
"ENSG00000237388.2","OR4A47",1064
"ENSG00000182053.8","TRIM49B",1437
"ENSG00000214891.4","TRIM64C",1344
"ENSG00000086205.12","FOLH1",3824
"ENSG00000258817.1","OR4C13",1029
"ENSG00000221954.2","OR4C12",1063
"ENSG00000221840.2","OR4A5",1071
"ENSG00000185926.1","OR4C46",930
"ENSG00000150244.8","TRIM48",1445
