"length","gene_id","gene_name"
2890,"ENSG00000165606.7","DRGX"
4969,"ENSG00000165609.11","NUDT5"
4490,"ENSG00000165617.13","DACT1"
2659,"ENSG00000165621.7","OXGR1"
829,"ENSG00000165623.8","UCMA"
9815,"ENSG00000165626.15","BEND7"
2326,"ENSG00000165629.18","ATP5C1"
1865,"ENSG00000165630.12","PRPF18"
4872,"ENSG00000165632.7","TAF3"
8633,"ENSG00000165633.11","VSTM4"
2827,"ENSG00000165637.12","VDAC2"
1987,"ENSG00000165643.9","SOHLH1"
1580,"ENSG00000165644.9","COMTD1"
4125,"ENSG00000165646.10","SLC18A2"
9881,"ENSG00000165650.10","PDZD8"
3347,"ENSG00000165655.15","ZNF503"
2992,"ENSG00000165660.7","FAM175B"
4530,"ENSG00000165661.14","QSOX2"
15018,"ENSG00000165669.12","FAM204A"
15242,"ENSG00000165671.17","NSD1"
3417,"ENSG00000165672.6","PRDX3"
4279,"ENSG00000165675.15","ENOX2"
2438,"ENSG00000165678.18","GHITM"
3670,"ENSG00000165682.13","CLEC1B"
5010,"ENSG00000165684.3","SNAPC4"
3489,"ENSG00000165685.7","TMEM52B"
6590,"ENSG00000165688.10","PMPCA"
3133,"ENSG00000165689.15","SDCCAG3"
3324,"ENSG00000165694.8","FRMD7"
2731,"ENSG00000165695.8","AK8"
2823,"ENSG00000165698.14","C9orf9"
9911,"ENSG00000165699.12","TSC1"
2872,"ENSG00000165702.11","GFI1B"
1624,"ENSG00000165704.13","HPRT1"
4980,"ENSG00000165714.9","LOH12CR1"
2704,"ENSG00000165716.8","FAM69B"
2372,"ENSG00000165724.5","ZMYND19"
3568,"ENSG00000165730.13","STOX1"
6661,"ENSG00000165731.16","RET"
5020,"ENSG00000165732.11","DDX21"
7753,"ENSG00000165733.7","BMS1"
3543,"ENSG00000165752.15","STK32C"
9515,"ENSG00000165757.8","KIAA1462"
1078,"ENSG00000165762.2","OR4K2"
10252,"ENSG00000165775.16","FUNDC2"
3803,"ENSG00000165782.9","TMEM55B"
4449,"ENSG00000165792.16","METTL17"
1575,"ENSG00000165794.8","SLC39A2"
7550,"ENSG00000165795.19","NDRG2"
1499,"ENSG00000165799.4","RNASE7"
8189,"ENSG00000165801.8","ARHGEF40"
4915,"ENSG00000165802.18","NSMF"
6679,"ENSG00000165804.14","ZNF219"
5609,"ENSG00000165805.8","C12orf50"
3528,"ENSG00000165806.18","CASP7"
3093,"ENSG00000165807.6","PPP1R36"
5565,"ENSG00000165810.15","BTNL9"
8991,"ENSG00000165813.15","CCDC186"
3301,"ENSG00000165816.11","VWA2"
5894,"ENSG00000165819.10","METTL3"
5382,"ENSG00000165821.10","SALL2"
1478,"ENSG00000165828.12","PRAP1"
3601,"ENSG00000165832.5","TRUB1"
2940,"ENSG00000165837.10","ERICH6B"
2812,"ENSG00000165841.8","CYP2C19"
5306,"ENSG00000165861.12","ZFYVE1"
2411,"ENSG00000165863.15","C10orf82"
6754,"ENSG00000165868.11","HSPA12A"
2649,"ENSG00000165879.8","FRAT1"
1706,"ENSG00000165886.4","UBTD1"
1451,"ENSG00000165887.10","ANKRD2"
6303,"ENSG00000165891.14","E2F7"
6944,"ENSG00000165895.16","ARHGAP42"
3061,"ENSG00000165898.12","ISCA2"
8380,"ENSG00000165899.9","OTOGL"
3115,"ENSG00000165905.15","GYLTL1B"
2752,"ENSG00000165912.14","PACSIN3"
21268,"ENSG00000165914.13","TTC7B"
4584,"ENSG00000165915.12","SLC39A13"
2276,"ENSG00000165916.7","PSMC3"
1918,"ENSG00000165917.8","RAPSN"
5483,"ENSG00000165923.14","AGBL2"
6147,"ENSG00000165929.11","TC2N"
13595,"ENSG00000165934.11","CPSF2"
1978,"ENSG00000165935.8","SMCO2"
2537,"ENSG00000165943.4","MOAP1"
2380,"ENSG00000165948.9","IFI27L1"
4147,"ENSG00000165949.11","IFI27"
2276,"ENSG00000165953.8","SERPINA12"
15701,"ENSG00000165959.10","CLMN"
4586,"ENSG00000165966.13","PDZRN4"
7114,"ENSG00000165970.10","SLC6A5"
5296,"ENSG00000165972.11","CCDC38"
5309,"ENSG00000165973.16","NELL1"
4003,"ENSG00000165983.13","PTER"
2493,"ENSG00000165985.9","C1QL3"
6537,"ENSG00000165995.17","CACNB2"
3102,"ENSG00000165996.12","PTPLA"
7196,"ENSG00000165997.4","ARL5B"
1223,"ENSG00000166002.5","SMCO4"
9495,"ENSG00000166004.13","CEP295"
6368,"ENSG00000166006.11","KCNC2"
8420,"ENSG00000166012.13","TAF1D"
4973,"ENSG00000166016.5","ABTB2"
3571,"ENSG00000166024.12","R3HCC1L"
10035,"ENSG00000166025.16","AMOTL1"
2120,"ENSG00000166033.10","HTRA1"
5184,"ENSG00000166035.9","LIPC"
7101,"ENSG00000166037.9","CEP57"
6558,"ENSG00000166046.9","TCP11L2"
4429,"ENSG00000166049.10","PASD1"
8260,"ENSG00000166068.11","SPRED1"
5313,"ENSG00000166069.12","TMCO5A"
5128,"ENSG00000166073.7","GPR176"
5451,"ENSG00000166086.11","JAM3"
1367,"ENSG00000166090.8","IL25"
2875,"ENSG00000166091.18","CMTM5"
8945,"ENSG00000166105.14","GLB1L3"
5673,"ENSG00000166106.3","ADAMTS15"
7270,"ENSG00000166111.8","SVOP"
898,"ENSG00000166118.6","SPATA19"
6354,"ENSG00000166123.12","GPT2"
4646,"ENSG00000166126.9","AMN"
5200,"ENSG00000166128.11","RAB8B"
4163,"ENSG00000166130.13","IKBIP"
2482,"ENSG00000166133.16","RPUSD2"
13950,"ENSG00000166135.12","HIF1AN"
1999,"ENSG00000166136.14","NDUFB8"
4779,"ENSG00000166140.16","ZFYVE19"
873,"ENSG00000166143.8","PPP1R14D"
3542,"ENSG00000166145.13","SPINT1"
16057,"ENSG00000166147.12","FBN1"
5963,"ENSG00000166148.3","AVPR1A"
1068,"ENSG00000166152.3","C16orf78"
3118,"ENSG00000166153.15","DEPDC4"
4277,"ENSG00000166159.9","LRTM2"
1261,"ENSG00000166160.8","OPN1MW2"
8492,"ENSG00000166164.14","BRD7"
2669,"ENSG00000166165.11","CKB"
3229,"ENSG00000166166.11","TRMT61A"
6613,"ENSG00000166167.16","BTRC"
5420,"ENSG00000166169.15","POLL"
5271,"ENSG00000166170.9","BAG5"
1718,"ENSG00000166171.11","DPCD"
5554,"ENSG00000166173.10","LARP6"
4651,"ENSG00000166181.11","API5"
6125,"ENSG00000166183.14","ASPG"
4274,"ENSG00000166188.2","ZNF319"
2649,"ENSG00000166189.7","HPS6"
5007,"ENSG00000166192.13","SENP8"
3970,"ENSG00000166197.15","NOLC1"
2372,"ENSG00000166199.11","ALKBH3"
7510,"ENSG00000166200.13","COPS2"
12730,"ENSG00000166206.12","GABRB3"
1132,"ENSG00000166211.7","SPIC"
1717,"ENSG00000166220.11","TBATA"
7486,"ENSG00000166224.15","SGPL1"
7242,"ENSG00000166225.7","FRS2"
4322,"ENSG00000166226.11","CCT2"
1614,"ENSG00000166228.7","PCBD1"
22880,"ENSG00000166233.11","ARIH1"
4656,"ENSG00000166246.12","C16orf71"
5097,"ENSG00000166250.10","CLMP"
9464,"ENSG00000166257.7","SCN3B"
6488,"ENSG00000166260.9","COX11"
4808,"ENSG00000166261.9","ZNF202"
6020,"ENSG00000166262.14","FAM227B"
18055,"ENSG00000166263.12","STXBP4"
3266,"ENSG00000166265.10","CYYR1"
6742,"ENSG00000166266.12","CUL5"
3524,"ENSG00000166268.9","MYRFL"
4281,"ENSG00000166272.15","WBP1L"
2708,"ENSG00000166275.14","C10orf32"
5536,"ENSG00000166278.13","C2"
2681,"ENSG00000166289.5","PLEKHF1"
2906,"ENSG00000166292.10","TMEM100"
4324,"ENSG00000166295.7","ANAPC16"
2750,"ENSG00000166311.8","SMPD1"
5244,"ENSG00000166313.17","APBB1"
5147,"ENSG00000166317.10","SYNPO2L"
2521,"ENSG00000166321.12","NUDT13"
3524,"ENSG00000166323.11","C11orf65"
13077,"ENSG00000166326.6","TRIM44"
832,"ENSG00000166329.2","CCDC182"
3484,"ENSG00000166333.12","ILK"
6103,"ENSG00000166337.8","TAF10"
4901,"ENSG00000166340.13","TPP1"
10765,"ENSG00000166341.7","DCHS1"
5509,"ENSG00000166342.17","NETO1"
2423,"ENSG00000166343.8","MSS51"
9313,"ENSG00000166347.17","CYB5A"
9498,"ENSG00000166348.16","USP54"
7815,"ENSG00000166349.8","RAG1"
2636,"ENSG00000166351.9","POTED"
1474,"ENSG00000166352.14","C11orf74"
1841,"ENSG00000166359.9","WDR88"
1054,"ENSG00000166363.5","OR10A5"
1110,"ENSG00000166368.2","OR2D2"
14930,"ENSG00000166377.18","ATP9B"
9617,"ENSG00000166387.10","PPFIBP2"
4139,"ENSG00000166391.13","MOGAT2"
8596,"ENSG00000166394.13","CYB5R2"
2637,"ENSG00000166396.11","SERPINB7"
7459,"ENSG00000166398.11","KIAA0355"
4998,"ENSG00000166401.12","SERPINB8"
6722,"ENSG00000166402.7","TUB"
7657,"ENSG00000166405.13","RIC3"
1690,"ENSG00000166407.12","LMO1"
6832,"ENSG00000166411.12","IDH3A"
8572,"ENSG00000166415.13","WDR72"
993,"ENSG00000166426.7","CRABP1"
6874,"ENSG00000166428.11","PLD4"
7514,"ENSG00000166432.13","ZMAT1"
9086,"ENSG00000166435.14","XRRA1"
10816,"ENSG00000166436.14","TRIM66"
7823,"ENSG00000166439.5","RNF169"
7193,"ENSG00000166441.11","RPL27A"
14267,"ENSG00000166444.16","ST5"
8557,"ENSG00000166446.13","CDYL2"
4663,"ENSG00000166448.13","TMEM130"
14566,"ENSG00000166450.11","PRTG"
3568,"ENSG00000166451.12","CENPN"
2300,"ENSG00000166452.10","AKIP1"
6262,"ENSG00000166454.8","ATMIN"
2376,"ENSG00000166455.12","C16orf46"
4422,"ENSG00000166471.9","TMEM41B"
2679,"ENSG00000166477.11","LEO1"
4233,"ENSG00000166478.8","ZNF143"
7637,"ENSG00000166479.8","TMX3"
2152,"ENSG00000166482.10","MFAP4"
9239,"ENSG00000166483.9","WEE1"
5196,"ENSG00000166484.18","MAPK7"
10037,"ENSG00000166501.11","PRKCB"
16253,"ENSG00000166503.7","HDGFRP3"
4654,"ENSG00000166507.15","NDST2"
4387,"ENSG00000166508.16","MCM7"
3007,"ENSG00000166509.9","CLEC3A"
5180,"ENSG00000166510.12","CCDC68"
2422,"ENSG00000166523.6","CLEC4E"
5424,"ENSG00000166526.15","ZNF3"
2013,"ENSG00000166527.6","CLEC4D"
2140,"ENSG00000166529.13","ZSCAN21"
8619,"ENSG00000166532.14","RIMKLB"
7303,"ENSG00000166535.18","A2ML1"
7379,"ENSG00000166546.12","BEAN1"
7169,"ENSG00000166548.14","TK2"
19470,"ENSG00000166557.11","TMED3"
1819,"ENSG00000166558.9","SLC38A8"
4511,"ENSG00000166562.7","SEC11C"
3545,"ENSG00000166569.7","CPLX4"
10299,"ENSG00000166573.5","GALR1"
5030,"ENSG00000166575.15","TMEM135"
2460,"ENSG00000166578.8","IQCD"
7955,"ENSG00000166579.14","NDEL1"
2302,"ENSG00000166582.8","CENPV"
3656,"ENSG00000166589.11","CDH16"
1709,"ENSG00000166592.10","RRAD"
1070,"ENSG00000166595.10","FAM96B"
3078,"ENSG00000166596.13","CFAP52"
4688,"ENSG00000166598.11","HSP90B1"
1666,"ENSG00000166603.4","MC4R"
7869,"ENSG00000166619.11","BLCAP"
1278,"ENSG00000166634.5","SERPINB12"
6837,"ENSG00000166664.12","CHRFAM7A"
6391,"ENSG00000166669.12","ATF7IP2"
1758,"ENSG00000166670.8","MMP10"
5281,"ENSG00000166676.13","TVP23A"
1080,"ENSG00000166681.12","NGFRAP1"
2662,"ENSG00000166682.9","TMPRSS5"
5317,"ENSG00000166685.10","COG1"
9575,"ENSG00000166689.13","PLEKHA7"
7635,"ENSG00000166704.10","ZNF606"
3389,"ENSG00000166707.9","ZCCHC18"
3728,"ENSG00000166710.16","B2M"
8134,"ENSG00000166716.8","ZNF592"
6948,"ENSG00000166734.17","CASC4"
2772,"ENSG00000166736.10","HTR3A"
2919,"ENSG00000166741.6","NNMT"
2871,"ENSG00000166743.8","ACSM1"
10980,"ENSG00000166747.11","AP1G1"
4481,"ENSG00000166748.11","AGBL1"
10709,"ENSG00000166750.8","SLFN5"
8403,"ENSG00000166762.15","CATSPER2"
3688,"ENSG00000166780.9","C16orf45"
10919,"ENSG00000166783.18","KIAA0430"
3070,"ENSG00000166788.8","SAAL1"
4460,"ENSG00000166793.9","YPEL4"
1911,"ENSG00000166794.4","PPIB"
2095,"ENSG00000166796.10","LDHC"
2427,"ENSG00000166797.9","FAM96A"
2586,"ENSG00000166800.8","LDHAL6A"
7221,"ENSG00000166801.14","FAM111A"
3734,"ENSG00000166803.9","KIAA0101"
5001,"ENSG00000166813.13","KIF7"
2359,"ENSG00000166816.12","LDHD"
3797,"ENSG00000166819.10","PLIN1"
3171,"ENSG00000166821.7","PEX11A"
5572,"ENSG00000166822.11","TMEM170A"
2369,"ENSG00000166823.5","MESP1"
4871,"ENSG00000166825.12","ANPEP"
3507,"ENSG00000166828.2","SCNN1G"
2101,"ENSG00000166831.7","RBPMS2"
14535,"ENSG00000166833.18","NAV2"
5042,"ENSG00000166839.15","ANKDD1A"
5440,"ENSG00000166840.12","GLYATL1"
6062,"ENSG00000166845.12","C18orf54"
12740,"ENSG00000166847.8","DCTN5"
3379,"ENSG00000166848.5","TERF2IP"
4760,"ENSG00000166851.13","PLK1"
5461,"ENSG00000166855.8","CLPX"
3451,"ENSG00000166856.2","GPR182"
6170,"ENSG00000166860.2","ZBTB39"
3224,"ENSG00000166862.6","CACNG2"
1574,"ENSG00000166863.10","TAC3"
4438,"ENSG00000166866.11","MYO1A"
2382,"ENSG00000166869.2","CHP2"
5708,"ENSG00000166881.8","TMEM194A"
1054,"ENSG00000166884.2","OR4D6"
3010,"ENSG00000166886.11","NAB2"
8354,"ENSG00000166887.14","VPS39"
7298,"ENSG00000166888.9","STAT6"
4278,"ENSG00000166889.13","PATL1"
1373,"ENSG00000166896.6","XRCC6BP1"
8782,"ENSG00000166897.13","ELFN2"
4449,"ENSG00000166900.13","STX3"
2271,"ENSG00000166902.4","MRPL16"
3299,"ENSG00000166908.16","PIP4K2C"
8817,"ENSG00000166912.15","MTMR10"
4017,"ENSG00000166913.11","YWHAB"
1405,"ENSG00000166920.9","C15orf48"
2196,"ENSG00000166922.7","SCG5"
14606,"ENSG00000166923.9","GREM1"
3586,"ENSG00000166924.7","NYAP1"
3715,"ENSG00000166925.7","TSC22D4"
1057,"ENSG00000166926.7","MS4A6E"
4348,"ENSG00000166927.11","MS4A7"
4006,"ENSG00000166928.9","MS4A14"
897,"ENSG00000166930.5","MS4A5"
5436,"ENSG00000166938.11","DIS3L"
6654,"ENSG00000166946.12","CCNDBP1"
5574,"ENSG00000166947.10","EPB42"
2292,"ENSG00000166948.8","TGM6"
9113,"ENSG00000166949.14","SMAD3"
2583,"ENSG00000166959.6","MS4A8"
4475,"ENSG00000166960.15","CCDC178"
2195,"ENSG00000166961.13","MS4A15"
10629,"ENSG00000166963.11","MAP1A"
4969,"ENSG00000166965.11","RCCD1"
5202,"ENSG00000166971.15","AKTIP"
6180,"ENSG00000166974.11","MAPRE2"
4353,"ENSG00000166979.11","EVA1C"
4332,"ENSG00000166984.10","TCP10L2"
7028,"ENSG00000166986.11","MARS"
5646,"ENSG00000166987.13","MBD6"
2475,"ENSG00000166997.6","CNPY4"
4240,"ENSG00000167004.11","PDIA3"
5954,"ENSG00000167005.12","NUDT21"
3871,"ENSG00000167011.7","NAT16"
1487,"ENSG00000167014.9","C15orf43"
3271,"ENSG00000167034.9","NKX3-1"
8607,"ENSG00000167037.17","SGSM1"
4450,"ENSG00000167065.12","DUSP18"
4715,"ENSG00000167074.13","TEF"
5393,"ENSG00000167077.11","MEI1"
8961,"ENSG00000167080.7","B4GALNT2"
4529,"ENSG00000167081.15","PBX3"
1689,"ENSG00000167083.5","GNGT2"
3838,"ENSG00000167085.10","PHB"
4909,"ENSG00000167088.9","SNRPD1"
6370,"ENSG00000167094.14","TTC16"
1475,"ENSG00000167098.10","SUN5"
7016,"ENSG00000167100.13","SAMD14"
3341,"ENSG00000167103.10","PIP5KL1"
1676,"ENSG00000167104.10","BPIFB6"
3101,"ENSG00000167105.6","TMEM92"
6100,"ENSG00000167106.10","FAM102A"
5797,"ENSG00000167107.11","ACSF2"
6961,"ENSG00000167110.15","GOLGA2"
6125,"ENSG00000167112.9","TRUB2"
4814,"ENSG00000167113.9","COQ4"
3110,"ENSG00000167114.11","SLC27A4"
4410,"ENSG00000167118.9","URM1"
6059,"ENSG00000167123.17","CERCAM"
2249,"ENSG00000167130.16","DOLPP1"
3895,"ENSG00000167131.15","CCDC103"
1172,"ENSG00000167136.6","ENDOG"
1226,"ENSG00000167139.7","TBC1D21"
1311,"ENSG00000167157.10","PRRX2"
5180,"ENSG00000167165.17","UGT1A6"
5812,"ENSG00000167173.17","C15orf39"
6101,"ENSG00000167178.14","ISLR2"
3184,"ENSG00000167182.12","SP2"
1519,"ENSG00000167183.2","PRR15L"
4120,"ENSG00000167186.9","COQ7"
6667,"ENSG00000167191.10","GPRC5B"
4090,"ENSG00000167193.7","CRK"
1115,"ENSG00000167194.6","C16orf92"
2082,"ENSG00000167195.7","GOLGA6C"
11837,"ENSG00000167196.12","FBXO22"
9763,"ENSG00000167202.10","TBC1D2B"
5747,"ENSG00000167207.10","NOD2"
5754,"ENSG00000167208.13","SNX20"
9020,"ENSG00000167210.15","LOXHD1"
4783,"ENSG00000167216.15","KATNAL2"
4704,"ENSG00000167220.10","HDHD2"
10397,"ENSG00000167232.12","ZNF91"
6979,"ENSG00000167244.16","IGF2"
4398,"ENSG00000167257.9","RNF214"
12773,"ENSG00000167258.12","CDK12"
3498,"ENSG00000167261.12","DPEP2"
4472,"ENSG00000167264.16","DUS2"
2173,"ENSG00000167272.9","POP5"
6173,"ENSG00000167280.15","ENGASE"
9873,"ENSG00000167281.17","RBFOX3"
3382,"ENSG00000167283.6","ATP5L"
929,"ENSG00000167286.8","CD3D"
11555,"ENSG00000167291.14","TBC1D16"
4762,"ENSG00000167302.8","ENTHD2"
10488,"ENSG00000167306.17","MYO5B"
1691,"ENSG00000167311.12","ART5"
5072,"ENSG00000167315.16","ACAA2"
7130,"ENSG00000167323.8","STIM1"
4177,"ENSG00000167325.13","RRM1"
2872,"ENSG00000167332.7","OR51E2"
4282,"ENSG00000167333.11","TRIM68"
1308,"ENSG00000167346.6","MMP26"
945,"ENSG00000167359.8","OR51I1"
1096,"ENSG00000167360.4","OR51Q1"
3872,"ENSG00000167363.12","FN3K"
3573,"ENSG00000167371.15","PRRT2"
7287,"ENSG00000167377.16","ZNF23"
9869,"ENSG00000167378.7","IRGQ"
6922,"ENSG00000167380.15","ZNF226"
4783,"ENSG00000167384.9","ZNF180"
9015,"ENSG00000167393.15","PPP2R3B"
3935,"ENSG00000167394.11","ZNF668"
8635,"ENSG00000167395.10","ZNF646"
2191,"ENSG00000167397.13","VKORC1"
216,"ENSG00000167414.4","GNG8"
6433,"ENSG00000167419.9","LPO"
2424,"ENSG00000167434.8","CA4"
3752,"ENSG00000167447.11","SMG8"
7414,"ENSG00000167460.13","TPM4"
5191,"ENSG00000167461.10","RAB8A"
2019,"ENSG00000167468.15","GPX4"
4492,"ENSG00000167470.11","MIDN"
1950,"ENSG00000167476.9","JSRP1"
6628,"ENSG00000167483.16","FAM129C"
4797,"ENSG00000167487.10","KLHL26"
7296,"ENSG00000167491.16","GATAD2A"
4717,"ENSG00000167508.9","MVD"
3336,"ENSG00000167513.7","CDT1"
4463,"ENSG00000167515.9","TRAPPC2L"
16949,"ENSG00000167522.13","ANKRD11"
5746,"ENSG00000167523.12","SPATA33"
4663,"ENSG00000167524.13","SGK494"
4829,"ENSG00000167525.12","PROCA1"
6172,"ENSG00000167526.12","RPL13"
8474,"ENSG00000167528.11","ZNF641"
1247,"ENSG00000167531.5","LALBA"
7153,"ENSG00000167535.6","CACNB3"
2944,"ENSG00000167536.12","DHRS13"
4570,"ENSG00000167543.14","TP53I13"
20476,"ENSG00000167548.13","KMT2D"
4321,"ENSG00000167549.17","CORO6"
1290,"ENSG00000167550.9","RHEBL1"
3421,"ENSG00000167552.12","TUBA1A"
4631,"ENSG00000167553.13","TUBA1C"
3546,"ENSG00000167554.13","ZNF610"
8530,"ENSG00000167555.12","ZNF528"
6294,"ENSG00000167562.10","ZNF701"
2218,"ENSG00000167565.11","SERTAD3"
8090,"ENSG00000167566.15","NCKAP5L"
3937,"ENSG00000167578.15","RAB4B"
4305,"ENSG00000167580.6","AQP2"
3991,"ENSG00000167588.11","GPD1"
6327,"ENSG00000167595.13","PROSER3"
2874,"ENSG00000167600.12","CYP2S1"
5154,"ENSG00000167601.10","AXL"
3198,"ENSG00000167604.12","NFKBID"
3062,"ENSG00000167608.10","TMC4"
3705,"ENSG00000167612.11","ANKRD33"
8071,"ENSG00000167613.14","LAIR1"
7068,"ENSG00000167614.12","TTYH1"
6469,"ENSG00000167615.15","LENG8"
903,"ENSG00000167617.2","CDC42EP5"
1078,"ENSG00000167618.8","LAIR2"
2640,"ENSG00000167619.10","TMEM145"
4271,"ENSG00000167625.9","ZNF526"
6849,"ENSG00000167632.13","TRAPPC9"
2842,"ENSG00000167633.15","KIR3DL1"
3914,"ENSG00000167634.11","NLRP7"
4146,"ENSG00000167635.10","ZNF146"
7229,"ENSG00000167637.15","ZNF283"
1501,"ENSG00000167641.9","PPP1R14A"
5199,"ENSG00000167642.11","SPINT2"
617,"ENSG00000167644.10","C19orf33"
3193,"ENSG00000167645.15","YIF1B"
3302,"ENSG00000167646.12","DNAAF3"
1763,"ENSG00000167653.4","PSCA"
5403,"ENSG00000167654.16","ATCAY"
1553,"ENSG00000167656.4","LY6D"
3549,"ENSG00000167657.10","DAPK3"
4027,"ENSG00000167658.14","EEF2"
1262,"ENSG00000167664.7","TMIGD2"
4299,"ENSG00000167670.14","CHAF1A"
5275,"ENSG00000167671.10","UBXN6"
4299,"ENSG00000167674.13","HDGFRP2"
6341,"ENSG00000167676.3","PLIN4"
4412,"ENSG00000167680.14","SEMA6B"
7239,"ENSG00000167685.13","ZNF444"
5880,"ENSG00000167693.15","NXN"
2740,"ENSG00000167695.13","FAM57A"
5603,"ENSG00000167699.12","GLOD4"
1823,"ENSG00000167700.7","MFSD3"
2756,"ENSG00000167701.12","GPT"
4447,"ENSG00000167702.10","KIFC2"
10606,"ENSG00000167703.13","SLC43A2"
2103,"ENSG00000167705.10","RILP"
2348,"ENSG00000167711.12","SERPINF2"
7913,"ENSG00000167716.17","WDR81"
3498,"ENSG00000167720.11","SRR"
5545,"ENSG00000167721.9","TSR1"
9780,"ENSG00000167723.13","TRPV3"
2991,"ENSG00000167733.12","HSD11B1L"
2182,"ENSG00000167740.8","CYB5D2"
3161,"ENSG00000167741.9","GGT6"
3256,"ENSG00000167747.12","C19orf48"
2378,"ENSG00000167748.9","KLK1"
1935,"ENSG00000167749.10","KLK4"
6394,"ENSG00000167751.11","KLK2"
1653,"ENSG00000167754.11","KLK5"
1976,"ENSG00000167755.12","KLK6"
3113,"ENSG00000167757.12","KLK11"
2007,"ENSG00000167759.11","KLK13"
8028,"ENSG00000167766.17","ZNF83"
4350,"ENSG00000167767.12","KRT80"
2488,"ENSG00000167768.4","KRT1"
1445,"ENSG00000167769.4","ACER1"
5336,"ENSG00000167770.10","OTUB1"
2738,"ENSG00000167771.5","RCOR2"
2482,"ENSG00000167772.10","ANGPTL4"
580,"ENSG00000167774.2","NDUFA7"
2277,"ENSG00000167775.9","CD320"
3479,"ENSG00000167778.7","SPRYD3"
1279,"ENSG00000167779.6","IGFBP6"
2044,"ENSG00000167780.10","SOAT2"
8184,"ENSG00000167785.7","ZNF558"
996,"ENSG00000167791.10","CABP2"
4154,"ENSG00000167792.10","NDUFV1"
2019,"ENSG00000167797.6","CDK2AP2"
1475,"ENSG00000167799.8","NUDT8"
1548,"ENSG00000167800.9","TBX10"
2090,"ENSG00000167807.14","CTD-2369P2.10"
2093,"ENSG00000167815.10","PRDX2"
948,"ENSG00000167822.1","OR8J3"
945,"ENSG00000167825.3","OR5I1"
2794,"ENSG00000167840.12","ZNF232"
3157,"ENSG00000167842.14","MIS12"
1517,"ENSG00000167850.3","CD300C"
2686,"ENSG00000167851.12","CD300A"
3847,"ENSG00000167858.11","TEKT1"
6196,"ENSG00000167861.14","HID1"
1108,"ENSG00000167862.8","ICT1"
3231,"ENSG00000167863.10","ATP5H"
875,"ENSG00000167874.6","TMEM88"
7510,"ENSG00000167880.6","EVPL"
7641,"ENSG00000167881.13","SRP68"
6386,"ENSG00000167889.11","MGAT5B"
5459,"ENSG00000167895.13","TMC8"
1861,"ENSG00000167900.10","TK1"
8574,"ENSG00000167904.13","TMEM68"
2950,"ENSG00000167910.3","CYP7A1"
2230,"ENSG00000167914.9","GSDMA"
1881,"ENSG00000167916.4","KRT24"
2362,"ENSG00000167920.7","TMEM99"
4019,"ENSG00000167925.14","GHDC"
4699,"ENSG00000167930.14","ITFG3"
2300,"ENSG00000167941.2","SOST"
1209,"ENSG00000167945.1","PRR25"
4701,"ENSG00000167962.11","ZNF598"
2488,"ENSG00000167964.11","RAB26"
4323,"ENSG00000167965.16","MLST8"
6402,"ENSG00000167967.14","E4F1"
2194,"ENSG00000167968.11","DNASE1L2"
3234,"ENSG00000167969.11","ECI1"
5889,"ENSG00000167971.15","CASKIN1"
7804,"ENSG00000167972.12","ABCA3"
3420,"ENSG00000167977.7","KCTD5"
13266,"ENSG00000167978.15","SRRM2"
5513,"ENSG00000167981.5","ZNF597"
6686,"ENSG00000167984.15","NLRC3"
2492,"ENSG00000167985.5","SDHAF2"
13950,"ENSG00000167986.12","DDB1"
3960,"ENSG00000167987.9","VPS37C"
4874,"ENSG00000167992.11","VWCE"
3006,"ENSG00000167994.10","RAB3IL1"
8930,"ENSG00000167995.14","BEST1"
2030,"ENSG00000167996.14","FTH1"
3965,"ENSG00000168000.13","BSCL2"
1923,"ENSG00000168002.10","POLR2G"
5178,"ENSG00000168003.15","SLC3A2"
3268,"ENSG00000168004.8","HRASLS5"
2807,"ENSG00000168005.7","C11orf84"
8617,"ENSG00000168010.9","ATG16L2"
12571,"ENSG00000168014.15","C2CD3"
11177,"ENSG00000168016.12","TRANK1"
7677,"ENSG00000168026.15","TTC21A"
3936,"ENSG00000168028.12","RPSA"
3365,"ENSG00000168032.7","ENTPD3"
6614,"ENSG00000168036.15","CTNNB1"
6579,"ENSG00000168038.9","ULK4"
1841,"ENSG00000168040.4","FADD"
10543,"ENSG00000168056.13","LTBP3"
4044,"ENSG00000168060.13","NAALADL1"
1772,"ENSG00000168061.12","SAC3D1"
2844,"ENSG00000168062.8","BATF2"
5222,"ENSG00000168065.14","SLC22A11"
5972,"ENSG00000168066.19","SF1"
7649,"ENSG00000168067.10","MAP4K2"
2301,"ENSG00000168070.10","C11orf85"
8331,"ENSG00000168071.20","CCDC88B"
4031,"ENSG00000168077.12","SCARA3"
2165,"ENSG00000168078.8","PBK"
4435,"ENSG00000168079.15","SCARA5"
2126,"ENSG00000168081.7","PNOC"
2807,"ENSG00000168090.8","COPS6"
7104,"ENSG00000168092.12","PAFAH1B2"
7868,"ENSG00000168096.13","ANKS3"
2068,"ENSG00000168101.13","NUDT16L1"
3109,"ENSG00000168116.12","KIAA1586"
3310,"ENSG00000168118.10","RAB4A"
942,"ENSG00000168124.2","OR1F1"
1212,"ENSG00000168131.4","OR2B2"
2065,"ENSG00000168135.4","KCNJ4"
10808,"ENSG00000168137.14","SETD5"
2806,"ENSG00000168140.4","VASN"
3167,"ENSG00000168143.8","FAM83B"
